CodigoCUPS;Descripcion;QueEs
644100;SUTURA DE LACERACIÓN O HERIDA EN PENE SOD;Procedimiento quirúrgico donde se realiza una corrección de una herida a nivel del pene.
644200;LIBERACIÓN DE CORDEE SOD;Procedimiento quirúrgico donde se corrige una curvatura  anormal del pene secundario a falta del desarrollo de la uretra.
644300;CONSTRUCCIÓN (DE NOVO) DE PENE SOD;Procedimiento quirúrgico consistente en construir un pene.
644400;RECONSTRUCCIÓN PENEANA SOD;Procedimiento quirúrgico donde se  reconstruye el pene
644500;REIMPLANTE O RECOLOCACIÓN DE PENE SOD;Procedimiento quirúrgico donde se implanta una prótesis  a nivel del pene o recolocación.
644601;TRASPLANTE DE PENE;Procedimiento de trasplante quirúrgico en el que un pene es trasplantado a un paciente
644901;NEUROTOMÍA PENEANA;Procedimiento quirúrgico consistente en la sección de varios filetes (fibras)  neuro-sensitivos del pene los cuales aportan sensibilidad al glande
644902;ESCISIÓN DE NÓDULOS DE ENFERMEDAD DE PEYRONIE SIN INJERTO;Procedimiento quirúrgico consistente en la eliminación de las placas nódulos y cordones responsables de la curvatura del pene.
644903;ESCISIÓN DE NÓDULOS DE ENFERMEDAD DE PEYRONIE CON INJERTO;Procedimiento quirúrgico consistente en quitar las placas nódulos y cordones responsables de la curvatura del pene y posterior colocación de un injerto de tejido del mismo paciente o de una malla de dacron teflón o silicona.
644920;PLASTIA DE FRENILLO PENEAL;Procedimiento quirúrgico donde se corrige el pliegue elástico que une el prepucio con la mucosa
644930;INYECCIÓN EN PLACAS DE FIBROSIS DE PENE;Procedimiento donde se aplican medicamentos a nivel de las placas con el fin de disminuirlas a nivel del pene
645001;TRANSFORMACIÓN DE GENITALES EXTERNOS DE MUJER A HOMBRE;Procedimientos quirúrgicos consistentes en modificar los genitales que por nacimiento son de género femenino para que se asemejen a los del género masculino (género con el cual el paciente se identifica).
645002;TRANSFORMACIÓN DE GENITALES EXTERNOS DE HOMBRE A MUJER;Procedimientos quirúrgicos consistentes en modificar los genitales que por nacimiento son de género masculino para que asemejen a los del género femenino (género con cual el paciente se identifica).
646001;CIRUGÍA DE GENITALES AMBIGUOS FEMINIZANTE;Procedimiento quirúrgico dirigido hacia la conformación de los órganos genitales femeninos  cuando la anatomía de los genitales externos no permiten definir su sexo.
646002;CIRUGÍA DE GENITALES AMBIGUOS VIRILIZANTE;Procedimiento quirúrgico dirigido hacia la conformación de los órganos genitales masculinos cuando la anatomía de los genitales externos no permiten definir su sexo.
646101;BIOPSIAS GONADAL EN GENITALES AMBIGUOS VÍA ABIERTA;Procedimiento en el que mediante una cirugía abierta se extraen uno o varios fragmentos de los genitales ambiguos de un individuo con fines diagnósticos. Los genitales ambiguos se refiere a los órganos genitales externos  de un individuo que no permiten definir su sexo.
646102;BIOPSIAS GONADAL EN GENITALES AMBIGUOS VÍA LAPAROSCÓPICA;Procedimiento en el que mediante el uso de un endoscopio (sonda flexible con cámara y luz) que se introduce en el abdomen por una pequeña incisión en la piel se extraen uno o varios fragmentos de los genitales ambiguos de un individuo con fines diagnósticos. Los genitales ambiguos se refiere a los órganos genitales externos  de un individuo que no permiten definir su sexo.  mediante el
649100;CORTE DORSAL O LATERAL EN PREPUCIO SOD;Procedimiento quirúrgico donde se realizan incisiones a nivel central o lateral del prepucio.
649300;SECCIÓN O CORTE DE ADHERENCIAS PENEANAS SOD;Procedimiento quirúrgico donde se cortan adherencias de tejido fibroso a nivel del pene.
649501;INSERCIÓN O REEMPLAZO DE PRÓTESIS INTERNA DE PENE NO INFLABLE (RÍGIDA O SEMIRRÍGIDA);Procedimiento quirúrgico consistente en la inserción o reemplazo  de prótesis (la componen dos varillas de silicona) la cual se coloca a lo largo del pene  La prótesis proporciona cierta rigidez y también flexibilidad de forma que el pene puede permanecer caído en su posición normal o erecto para el coito.
649601;RETIRO DE PRÓTESIS PENEANA INFLABLE;Procedimiento quirúrgico consistente en retirar una prótesis peneana inflable (prótesis que permite tener el pene en flacidez o en erección según la voluntad del paciente mediante la palpación sencilla de una bomba que activa y desactiva la erección).
649602;RETIRO DE PRÓTESIS PENEANA NO INFLABLE;Procedimiento quirúrgico consistente en retirar una prótesis peneana no inflable (implante maleable consta de dos cilindros que están siempre rígidos pero son plegables. Todos los componentes están ocultos dentro del cuerpo).
649701;INSERCIÓN DE PRÓTESIS DE PENE INFLABLE;Procedimiento quirúrgico consistente en la colocación de una prótesis peneana inflable (prótesis que permite tener el pene en flacidez o en erección según la voluntad del paciente mediante la palpación sencilla de una bomba que activa y desactiva la erección).
649702;REVISIÓN O SUSTITUCIÓN DE PRÓTESIS DE PENE INFLABLE;Procedimiento quirúrgico consistente en la revisión o cambio de una prótesis peneana inflable (prótesis que permite tener el pene en flacidez o en erección según la voluntad del paciente mediante la palpación sencilla de una bomba que activa y desactiva la erección).
649801;DERIVACIÓN CUERPO CAVERNOSA - CUERPO ESPONJOSA O BULBO - CAVERNOSA;Procedimiento quirúrgico donde se une el cuerpo cavernoso con el cuerpo esponjoso o a nivel del bulbo con el cuerpo cavernoso  en casos de erección prolongada del pene.
649802;DERIVACIÓN CUERPO-SAFENA O SAFENO-CAVERNOSA;Procedimiento quirúrgico donde se une el cuerpo cavernoso con  la vena safena   en casos de erección prolongada del pene.
649803;IRRIGACIÓN PUNCIÓN O DRENAJE DE CUERPO CAVERNOSO;Procedimiento donde se punciona el cuerpo cavernoso y se irriga con solución salina con el fin de disminuir la erección prolongada del pene.
649804;CORRECCIÓN DE ANGULACIÓN PENEANA;Procedimiento quirúrgico consistente en la rectificación del eje del pene en erección a través de incisiones en la túnica albugínea (membrana que cubre los cuerpos cavernosos).
649805;INCISIÓN Y DRENAJE DE FLEGMÓN PENEANO;Procedimiento quirúrgico donde se realiza una incisión y se extrae secreción anormal  del cuerpo esponjoso del pene.
649806;RESECCIÓN DE VENAS DEL PENE;Procedimiento quirúrgico consistente en cortar y unir las venas del pene.
651201;BIOPSIA EN OVARIO POR LAPAROTOMÍA;Procedimiento quirúrgico en el cual se realiza una extracción de un fragmento de tejido  del ovario por medio de cirugía a nivel del abdomen.
651202;BIOPSIA EN OVARIO POR LAPAROSCOPIA;Procedimiento quirúrgico en el cual se realiza una extracción de un fragmento de tejido  del ovario por medio de laparoscopia
651203;BIOPSIA DE OVARIO VÍA PERCUTÁNEA;Procedimiento quirúrgico en el cual se realiza una extracción de un fragmento de tejido  del ovario por medio de una  punción con aguja guiada bajo visión ecográfica
651204;BIOPSIA DE OVARIO VÍA VAGINAL;Procedimiento quirúrgico en el cual se realiza una extracción de un fragmento de tejido del ovario a través de la vagina
652101;CISTECTOMÍA DE OVARIO POR LAPAROTOMÍA;Procedimiento quirúrgico en el cual se realiza una extracción de  quistes a nivel   del ovario por medio de cirugía a nivel del abdomen.
652102;CISTECTOMÍA DE OVARIO POR LAPAROSCOPIA;Procedimiento quirúrgico en el cual se realiza una extracción de  quistes a nivel   del ovario  por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
652103;CISTECTOMÍA DE OVARIO VÍA VAGINAL;Procedimiento quirúrgico en el cual se realiza una extracción de quistes a nivel del ovario a través de la vagina.
652201;RESECCIÓN PARCIAL DE OVARIO POR LAPAROTOMÍA;Procedimiento quirúrgico en el que se abre el abdomen para extraer una parte del ovario.
652202;RESECCIÓN PARCIAL DE OVARIO POR LAPAROSCOPIA;Procedimiento quirúrgico en el que mediante el uso de un endoscopio (sonda flexible con cámara y luz) que se introduce en el abdomen por una pequeña incisión en la piel se extrae una parte del ovario.
652203;RESECCIÓN PARCIAL DE OVARIO VÍA VAGINAL;Procedimiento quirúrgico en el através de la vagina se extrae una parte del ovario.
652301;RESECCIÓN DE TUMOR DE OVARIO POR LAPAROTOMÍA;Procedimiento quirúrgico en el cual se realiza una extracción de una masa anormal a nivel del ovario  por medio de cirugía a nivel del abdomen.
652302;RESECCIÓN DE TUMOR DE OVARIO POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza extracción de una masa anormal a nivel del ovario por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
652303;RESECCIÓN DE TUMOR DE OVARIO VÍA VAGINAL;Procedimiento quirúrgico en el cual a través de la vagina se realiza la extracción de una masa anormal a nivel del ovario.
652304;CITORREDUCCIÓN DE TUMOR DE OVARIO POR LAPAROTOMÍA;Procedimiento quirúrgico en el que se abre el abdomen para extraer la mayor cantidad posible del tumor de ovario. La citorreducción puede aumentar la posibilidad de que la quimioterapia y la radioterapia destruyan las células tumorales. Se puede realizar para aliviar los síntomas o ayudar a que el paciente viva más tiempo.
652305;CITORREDUCCIÓN DE TUMOR DE OVARIO POR LAPAROSCOPIA;Procedimiento quirúrgico en el que mediante el uso de un endoscopio (sonda flexible con cámara y luz) que se introduce en el abdomen por una pequeña incisión en la piel se extrae la mayor cantidad posible del tumor de ovario. La citorreducción puede aumentar la posibilidad de que la quimioterapia y la radioterapia destruyan las células tumorales. Se puede realizar para aliviar los síntomas o ayudar a que el paciente viva más tiempo.
652401;PUNCIÓN Y DRENAJE DE LESIÓN DE OVARIO POR LAPAROTOMÍA;Procedimiento quirúrgico en el cual se  punciona  y se extrae  una lesión a nivel del ovario   por vía abdominal.
652402;PUNCIÓN Y DRENAJE DE LESIÓN DE OVARIO POR LAPAROSCOPIA;Procedimiento quirúrgico en el cual se  punciona  y se extrae  una lesión a nivel del ovario   por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
652403;PUNCIÓN Y DRENAJE DE LESIÓN DE OVARIO VÍA PERCUTÁNEA;Procedimiento quirúrgico en el cual se  punciona  y se extrae  una lesión a nivel del ovario  por medio de una   aguja bajo visión ecográfica
652404;PUNCIÓN Y DRENAJE DE LESIÓN DE OVARIO VÍA VAGINAL;Procedimiento quirúrgico en el que a través de la vagina se punciona y se extrae una lesión a nivel del ovario.
652410;OFOROSTOMIA;Procedimiento quirúrgico en el cual se  incide el ovario
652701;FULGURACIÓN EN OVARIO POR LAPAROTOMÍA;Procedimiento quirúrgico en el cual se electrocoagula una parte de tejido a nivel del ovario por vía abdominal.
652702;FULGURACIÓN EN OVARIO POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en coagular o quemar lesiones en el ovario a través de pequeñas heridas en el abdomen.
652801;RESECCIÓN DE QUISTE PARAOVÁRICO POR LAPAROTOMÍA;Procedimiento quirúrgico en el cual se extrae una  masa anormal  cerca al  ovario  por vía abdominal.
652802;RESECCIÓN DE QUISTE PARAOVÁRICO POR LAPAROSCOPIA;Procedimiento quirúrgico en el cual extrae una  masa anormal  cerca al  ovario   por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
652804;RESECCIÓN DE QUISTE PARAOVÁRICO VÍA VAGINAL;Procedimiento quirúrgico en el a través de la vagina se extrae una  masa anormal cerca al ovario.
652901;LIBERACIÓN O LISIS DE ADHERENCIAS (LEVES MODERADAS O SEVERAS) DE OVARIO POR LAPAROTOMÍA;Procedimiento quirúrgico en el cual se realiza una extracción de adherencias de tejido fibroso a nivel del  ovario por vía abdominal.
652902;LIBERACIÓN O LISIS DE ADHERENCIAS (LEVES MODERADAS O SEVERAS) DE OVARIO POR LAPAROSCOPIA;Procedimiento quirúrgico donde se quitan adherencias a nivel del ovario por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
653101;OOFORECTOMÍA UNILATERAL POR LAPAROTOMÍA;Procedimiento quirúrgico en el cual se realiza la extracción  de un  ovario  por vía abdominal.
653102;OOFORECTOMÍA UNILATERAL POR LAPAROSCOPIA;Procedimiento quirúrgico en el cual se realiza la extracción  de un ovario  por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
653104;OOFORECTOMÍA UNILATERAL VÍA VAGINAL;Procedimiento quirúrgico en el que a través de la vagina se realiza la extracción de un sólo ovario.
655101;OOFORECTOMÍA BILATERAL POR LAPAROTOMÍA;Procedimiento quirúrgico en el cual se realiza extracción de los  ovarios  por vía abdominal.
655102;OOFORECTOMÍA BILATERAL POR LAPAROSCOPIA;Procedimiento quirúrgico en el que mediante el uso de un endoscopio (sonda flexible con cámara y luz) que se introduce en el abdomen por una pequeña incisión en la piel se realiza extracción de los  ovarios.
655104;OOFORECTOMÍA BILATERAL VÍA VAGINAL;Procedimiento quirúrgico en el que a través de la vagina se realiza la extracción de los dos ovarios.
657001;OFOROPLASTIA POR LAPAROTOMÍA;Procedimiento quirúrgico en el que se abre el abdomen y se realiza la reconstrucción del ovario.
657002;OFOROPLASTIA POR LAPAROSCOPIA;Procedimiento quirúrgico en el que mediante el uso de un endoscopio (sonda flexible con cámara y luz) que se introduce en el abdomen por una pequeña incisión en la piel se realiza la reconstrucción del ovario.
657801;OOFOROPEXIA UNILATERAL POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza la fijación  de un  ovario  por vía abdominal.
657802;OOFOROPEXIA UNILATERAL POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza la fijación  de un ovario  por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
657803;OOFOROPEXIA BILATERAL POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza la fijación  de los ovarios por vía abdominal.
657804;OOFOROPEXIA BILATERAL POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza la fijación  de los  ovarios  por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
659101;ASPIRACIÓN FOLICULAR DE OVARIO VÍA VAGINAL;Procedimiento en el que a través de la vagina se puncionan los ovarios para extraer los ovocitos del interior de los folículos. Para visualizar los ovarios y folículos que son los que contienen los ovocitos se utiliza un ecógrafo transvaginal. Mediante una aguja larga y fina (que puede verse con la ecografía) se punciona cada ovario a través de la vagina y se aspira el contenido de cada folículo. Dentro del material aspirado vienen el o los ovocitos.
659102;ASPIRACIÓN FOLICULAR DE OVARIO POR LAPAROSCOPIA;Procedimiento en el que mediante el uso de un endoscopio (sonda flexible con cámara y luz) que se introduce en el abdomen por una pequeña incisión en la piel se puncionan los ovarios y se aspira el contenido de cada folículo. Dentro del material aspirado vienen el o los ovocitos.
659301;ESCISIÓN DE EMBARAZO ECTÓPICO OVÁRICO SIN OOFORECTOMÍA POR LAPAROTOMÍA;Procedimiento quirúrgico en el que se abre el abdomen para realizar la extracción de un embarazo ectópico ovárico sin quitar el ovario (ooforectomía). El embarazo ectópico ovárico sucede cuando el óvulo fecundado se aloja en los ovarios en lugar de alojarse en el útero.
659302;ESCISIÓN DE EMBARAZO ECTÓPICO OVÁRICO SIN OOFORECTOMÍA POR LAPAROSCOPIA;Procedimiento quirúrgico en el que mediante el uso de un endoscopio (sonda flexible con cámara y luz) que se introduce en el abdomen por una pequeña incisión en la piel  se realiza la extracción de un embarazo ectópico ovárico sin quitar el ovario (ooforectomía). El embarazo ectópico ovárico sucede cuando el óvulo fecundado se aloja en los ovarios en lugar de alojarse en el útero.
659510;LIBERACIÓN DE TORSIÓN DE OVARIO POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza la  liberación  por rotación del ovario por vía abdominal.
659520;LIBERACIÓN DE TORSIÓN DE OVARIO POR LAPAROSCOPIA;Procedimiento quirúrgico en el que mediante el uso de un endoscopio (sonda flexible con cámara y luz) que se introduce en el abdomen por una pequeña incisión en la piel se realiza la liberación por rotación del ovario.
660201;SALPINGOSTOMÍA POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza incisión  a nivel de la trompa uterina por vía abdominal.
660202;SALPINGOSTOMÍA POR LAPAROSCOPIA;Procedimiento quirúrgico en el que mediante el uso de un endoscopio (sonda flexible con cámara y luz) que se introduce en el abdomen por una pequeña incisión en la piel se realiza una incisión a nivel de la trompa uterina.
661110;BIOPSIA DE TROMPAS DE FALOPIO POR LAPAROTOMÍA;Procedimiento quirúrgico donde se toma una muestra de la trompa uterina por vía abdominal
661120;BIOPSIA DE TROMPAS DE FALOPIO POR LAPAROSCOPIA;Procedimiento quirúrgico donde se toma una muestra de la trompa uterina por vía laparoscópica
662101;ABLACIÓN U OCLUSIÓN DE TROMPA DE FALOPIO ÚNICA POR LAPAROTOMÍA;Procedimiento quirúrgico en el que se abre el abdomen para extraer o bloquear una trompa uterina.
662102;ABLACIÓN U OCLUSIÓN DE TROMPA DE FALOPIO ÚNICA POR LAPAROSCOPIA;Procedimiento quirúrgico en el que mediante el uso de un endoscopio (sonda flexible con cámara y luz) que se introduce en el abdomen por una pequeña incisión en la piel se extrae o bloquea una trompa uterina.
662103;ABLACIÓN U OCLUSIÓN DE TROMPA DE FALOPIO ÚNICA POR VÍA VAGINAL;Procedimiento en el que a través de la vagina se extrae o bloquea una trompa uterina.
662104;ABLACIÓN U OCLUSIÓN DE TROMPA DE FALOPIO ÚNICA POR HISTEROSCOPIA;Procedimiento quirúrgico consistente en obstruir por medio de coagulación o insertos una trompa uterina sin heridas accediendo al interior del útero a través de la vagina
662201;ABLACIÓN U OCLUSIÓN DE TROMPA DE FALOPIO BILATERAL POR LAPAROTOMÍA;Procedimiento quirúrgico consistente en ligar u obstruir por medio de coagulación suturas o clips las trompas uterinas a través de apertura quirúrgica del abdomen
662202;ABLACIÓN U OCLUSIÓN DE TROMPA DE FALOPIO BILATERAL POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en ligar u obstruir por medio de coagulación suturas o clips entre otros las trompas uterinas a través de pequeñas incisiones quirúrgicas en el abdomen
662203;ABLACIÓN U OCLUSIÓN DE TROMPA DE FALOPIO BILATERAL POR VÍA VAGINAL;Procedimiento quirúrgico consistente en ligar u obstruir por medio de coagulación suturas o clips entre otros las trompas uterinas por apertura quirúrgica  de la vagina
662204;ABLACIÓN U OCLUSIÓN DE TROMPA DE FALOPIO BILATERAL POR HISTEROSCOPIA;Procedimiento quirúrgico consistente en obstruir por medio de coagulación o insertos las trompas uterinas sin heridas accediendo al interior del útero a través de la vagina
664001;SALPINGECTOMÍA UNILATERAL TOTAL POR LAPAROTOMÍA;Procedimiento quirúrgico donde se reseca una trompa uterina por vía abdominal
664002;SALPINGECTOMÍA UNILATERAL TOTAL POR LAPAROSCOPIA;Procedimiento quirúrgico donde se reseca una trompa uterina por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
664003;SALPINGECTOMÍA UNILATERAL TOTAL POR VÍA VAGINAL;Procedimiento quirúrgico consistente en la extracción total de una trompa uterina por apertura quirúrgica de la vagina
665001;SALPINGECTOMÍA BILATERAL TOTAL POR LAPAROTOMÍA;Procedimiento quirúrgico donde se resecan ambas trompas uterinas por vía abdominal
665002;SALPINGECTOMÍA BILATERAL TOTAL POR LAPAROSCOPIA;Procedimiento quirúrgico donde se reseca las trompa del útero (conducto que une el útero con el ovulo) por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
665003;SALPINGECTOMÍA BILATERAL TOTAL POR VÍA VAGINAL;Procedimiento quirúrgico consistente en la extracción total de las trompas uterinas por apertura quirúrgica de la vagina
666101;RESECCIÓN DE LESIÓN EN TROMPA DE FALOPIO POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza extracción de una lesión en la trompa de falopio.
666102;RESECCIÓN DE LESIÓN EN TROMPA DE FALOPIO POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza extracción de una lesión en la trompa de falopio.
666110;ESCISIÓN DE LESIÓN CON SALPINGECTOMÍA PARCIAL;Procedimiento quirúrgico donde se realiza extracción de una lesión anormal  y se corta parte del  conducto que une el útero con el ovulo.
666111;ESCISIÓN DE LESIÓN CON SALPINGECTOMÍA PARCIAL POR LAPAROSCOPIA;Procedimiento quirúrgico en el que se realiza la extracción de una lesión a nivel del conducto que une el útero con el ovulo( trompa de Falopio) mediante  un equipo endoscópico que se introduce por una incisión pequeña a nivel abdominal.
666210;RESECCIÓN DE LESIÓN EN MESOSALPINX POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza extracción de una lesión anormal a nivel del ligamento ancho por vía de acceso abdominal.
666220;RESECCIÓN DE LESIÓN EN MESOSALPINX POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza extracción de una lesión anormal a nivel del ligamento ancho por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
667101;SUTURA SIMPLE DE TROMPA DE FALOPIO POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza una incisión  a nivel del abdomen y se une (sutura) el conducto que une el útero con el ovulo
667102;SUTURA SIMPLE DE TROMPA DE FALOPIO POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en la sutura de un segmento de una trompa uterina a través de pequeñas incisiones quirúrgicas en el abdomen
667301;SALPINGO-SALPINGOSTOMÍA POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza una apertura  artificial del  conducto que une el útero con el ovulo por vía abdominal.
667302;SALPINGO-SALPINGOSTOMÍA POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en incidir quirúrgicamente un segmento de una trompa uterina a través de pequeñas incisiones quirúrgicas en el abdomen
667401;SALPINGOHISTEROTOMÍA (SALPINGO-UTEROSTOMÍA) POR LAPAROTOMÍA;Procedimiento quirúrgico consistente en incidir quirúrgicamente un segmento de una trompa uterina y del útero a través de apertura quirúrgica del abdomen
667402;SALPINGOHISTEROTOMÍA (SALPINGO-UTEROSTOMÍA) POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en incidir quirúrgicamente un segmento de una trompa uterina y del útero a través de pequeñas incisiones quirúrgicas en el abdomen
667601;SALPINGOLISIS POR LAPAROTOMÍA;Procedimiento quirúrgico en donde se realiza la extracción de adherencias de tejido fibroso a nivel de las trompas de falopio por vía abdominal.
667610;SALPINGOLISIS POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en liberar adherencias de la trompa uterina a través de pequeñas incisiones quirúrgicas en el abdomen
667901;SALPINGOPLASTIA (FIMBRIOPLASTIA) POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza la reconstrucción de la trompa uterina
667902;SALPINGOPLASTIA (FIMBRIOPLASTIA) POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza la reconstrucción de la trompa uterina por vía abdominal.
668101;INSUFLACIÓN DE TROMPAS DE FALOPIO VÍA VAGINAL;Procedimiento quirúrgico consistente en insuflar gas en las trompas uterinas a través de la vagina
669101;SALPINGO-OOFORECTOMÍA UNILATERAL POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza la extracción de un ovario una trompa por vía abdominal
669102;SALPINGO-OOFORECTOMÍA UNILATERAL POR LAPAROSCOPIA;Procedimiento quirúrgico donde se realiza la extracción de un ovario y la trompa del útero por vía laparoscópica. ( se realizan diferentes incisiones pequeñas  a nivel abdominal y se introduce un equipo endoscópico.)
669103;SALPINGO-OOFORECTOMÍA UNILATERAL POR VÍA VAGINAL;Procedimiento quirúrgico consistente en la extracción de un ovario y de trompa uterina de un lado a través de la vagina
669201;SALPINGO-OOFORECTOMÍA BILATERAL POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza la extracción de ambos ovarios y las trompas del utero por vía abdominal
669202;SALPINGO-OOFORECTOMÍA BILATERAL POR LAPAROSCOPIA;Procedimiento quirúrgico en el que a través de varias incisiones pequeñas en el abdomen se introduce un endoscopio y demás instrumentos para extraer los ovarios y  trompas uterinas.
669203;SALPINGO-OOFORECTOMÍA BILATERAL POR VÍA VAGINAL;Procedimiento quirúrgico donde se realiza la extracción de  ovarios y trompas uterinas a través de la vagina
669410;SALPINGO-OOFOROPLASTIA [OPERACIÓN DE ESTES];Procedimiento quirúrgico donde se realiza la reconstrucción del  ovario y de la trompa uterina
669501;INSERCIÓN O SUSTITUCIÓN DE DISPOSITIVO EN TROMPA DE FALOPIO POR LAPAROTOMÍA;Procedimiento quirúrgico consistente en insertar o cambiar un dispositivo en trompa uterina a través de insición abdominal
669502;INSERCIÓN O SUSTITUCIÓN DE DISPOSITIVO EN TROMPA DE FALOPIO POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en insertar o cambiar un dispositivo en trompa uterina a través de de pequeñas incisiones quirúrgicas en el abdomen
669503;INSERCIÓN O SUSTITUCIÓN DE DISPOSITIVO EN TROMPA DE FALOPIO POR HISTEROSCOPIA;Procedimiento quirúrgico consistente en insertar o cambiar un dispositivo en trompa uterina sin heridas accediendo al interior del útero a través de la vagina
669601;EXTRACCIÓN DE PRÓTESIS DE TROMPA DE FALOPIO POR LAPAROTOMÍA;Procedimiento  consistente en la extracción de un dispositivo (prótesis)previamente colocado en la trompa de falopio por abordaje quirúrgico de la pared abdominal
669602;EXTRACCIÓN DE PRÓTESIS DE TROMPA DE FALOPIO POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en  la extracción de prótesis de la trompa uterina a través de pequeñas incisiones quirúrgicas en el abdomen
669603;EXTRACCIÓN DE PRÓTESIS DE TROMPA DE FALOPIO POR HISTEROSCOPIA;Procedimiento quirúrgico consistente en la extracción de prótesis de la trompa uterina accediendo al interior del útero a través de la vagina
669701;ESCISIÓN Y DRENAJE POR ABORTO TUBÁRICO POR LAPAROTOMÍA;Procedimiento quirúrgico consistente en incidir y extraer material de embarazo ectópico abortado por la trompa uterina a través de insición abdominal
669702;ESCISIÓN Y DRENAJE POR ABORTO TUBÁRICO POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en incidir y extraer material de embarazo ectópico abortado por la trompa uterina a través de de pequeñas incisiones quirúrgicas en abdomen
669901;LIBERACIÓN O LISIS DE ADHERENCIAS DE OVARIO Y TROMPAS DE FALOPIO POR LAPAROTOMÍA;Procedimiento quirúrgico donde se realiza la extracción de adherencias de tejido fibroso a nivel de ovarios y  trompas de falopio por vía abdominal.
669902;LIBERACIÓN O LISIS DE ADHERENCIAS DE OVARIO Y TROMPAS DE FALOPIO POR LAPAROSCOPIA;Procedimiento quirúrgico consistente en cortar o liberar adherencias en el ovario y trompas de falopio a través de de pequeñas incisiones quirúrgicas en abdomen
670101;DILATACIÓN Y CURETAJE DEL MUÑÓN CERVICAL;"Procedimiento donde por vía vaginal se permeabiliza y legra (""raspar"") el canal endocervical"
671201;BIOPSIA EN SACABOCADO DE CUELLO UTERINO;Procedimiento donde se realiza la extracción de pequeñas muestras  de tejido a nivel del cuello uterino con fines diagnósticos.
671202;BIOPSIA DE CUELLO UTERINO CIRCUNFERENCIAL;Procedimiento donde se realiza una extracción  de tejido circunferencial del cuello uterino con fines diagnósticos.
672001;CONIZACIÓN CERVICAL;Procedimiento donde se realiza una extracción  de tejido  en forma de cono a nivel del cuello uterino con fines diagnósticos.
673101;ESCISIÓN DE PÓLIPO EN CUELLO UTERINO [CÉRVIX];Procedimiento quirúrgico donde se realiza  extracción de pólipos del cuello uterino
673102;RESECCIÓN DE LESIÓN CUELLO UTERINO;Procedimiento quirúrgico donde se realiza  extracción de una lesión a nivel del cuello uterino
673201;ABLACIÓN DE LESIÓN O TEJIDO DE CUELLO UTERINO;Procedimiento quirúrgico consistente en la  extracción  o destrucción por medios físicos o químicos de una lesión de tejido de cuello uterino.
674002;AMPUTACIÓN DE CUELLO O TRAQUELECTOMÍA POR LAPAROTOMÍA;Procedimiento  consistente en la extirpación o resección del cuello del útero (proción del útero  entre la parte más baja del istmo y la vagina que forma el canal cervical) por apertura quirúrgica de la pared abdominal.
